,index,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,year,genres,num final genres
3563,3788,The Warrior Midwife,E. P. Bali,91724.0,51.76,7.76,3.03,1.22,1.81,2022.0,"['Fantasy', 'Romance']",2
3564,3789,Backwater Flats,Steven Becker,65208.0,48.29,7.6,2.19,0.79,1.4,2019.0,['Mystery'],1
3565,3790,Shadow of the Moon,Sherrilyn Kenyon,25474.0,43.56,9.2,2.75,0.86,1.89,2003.0,"['Romance', 'Paranormal', 'Fantasy', 'Contemporary', 'Adult']",5
3566,3791,Savvy Sheldon Feels Good as Hell,Taj McCoy,84018.0,64.38,6.27,2.92,1.1,1.82,2022.0,"['Romance', 'Contemporary', 'Adult']",3
3567,3792,The Consuming Fire,John Scalzi,79817.0,23.82,9.7,3.75,1.41,2.34,2018.0,"['Fantasy', 'Science Fiction']",2
3568,3793,Deposing Nathan,Zack Smedley,66990.0,39.42,8.96,3.33,0.95,2.38,2019.0,"['Contemporary', 'Young Adult', 'Romance']",3
3569,3794,Marked for Revenge,Jennifer S. Alderson,81843.0,42.23,8.27,3.12,1.09,2.03,2019.0,['Mystery'],1
3570,3795,Questor,L. S. Gibson,94074.0,27.94,9.89,2.62,0.16,2.46,2013.0,['Science Fiction'],1
3571,3796,Justified Secrets,Shawn McGuire,76712.0,44.45,8.59,2.84,0.85,1.99,2020.0,"['Mystery', 'Romance', 'Paranormal', 'Suspense']",4
3572,3797,The Beautiful Side of the Moon,Leye Adenle,69670.0,47.66,8.56,2.49,0.67,1.82,2019.0,"['Fantasy', 'Science Fiction']",2
3573,3798,Run Girl Run,Willow Rose,37452.0,36.36,9.28,3.65,1.0,2.65,2020.0,"['Thriller', 'Mystery', 'Suspense']",3
3574,3799,Hard Fall,J. B. Turner,69295.0,36.53,9.31,2.56,0.74,1.82,2018.0,"['Thriller', 'Mystery', 'Suspense']",3
3575,3800,The Long Past and Other Stories,Ginn Hale,78672.0,64.61,6.32,2.86,0.97,1.9,2017.0,"['Fantasy', 'Historical']",2
3576,3801,Knight of the Empress,Griff Hosker,85583.0,40.5,9.91,2.26,0.5,1.75,2015.0,"['Historical Fiction', 'Historical']",2
3577,3802,Save Him,William M. Hayes,75456.0,48.72,5.34,2.42,0.79,1.63,2019.0,['Thriller'],1
3578,3803,Knights Magica,B. R. Kingsolver,74982.0,43.38,7.56,2.54,0.78,1.75,2020.0,"['Fantasy', 'Paranormal', 'Romance']",3
3579,3804,Phantoms,Dean Koontz,133739.0,60.24,7.9,3.19,1.29,1.9,1983.0,"['Horror', 'Thriller', 'Suspense', 'Mystery', 'Science Fiction']",5
3580,3805,Murder in the Third Act,Sonia Parin,48181.0,36.3,9.52,2.53,0.72,1.81,2019.0,"['Mystery', 'Historical Fiction', 'Historical']",3
3581,3806,Blackout,Connie Willis,191646.0,41.77,10.01,2.86,1.05,1.81,2010.0,"['Science Fiction', 'Historical Fiction', 'Historical', 'Fantasy']",4
3582,3807,Endurance,Yoshiki Tanaka,88744.0,32.55,9.02,3.26,1.34,1.92,1984.0,['Science Fiction'],1
3583,3808,Frankenstein,Mary Shelley,74989.0,35.36,6.87,3.17,1.06,2.11,1818.0,"['Classics', 'Horror', 'Science Fiction', 'Fantasy']",4
3584,3810,Starfighter Rising,Daniel Seegmiller,118334.0,59.26,5.03,2.86,1.19,1.67,2020.0,['Science Fiction'],1
3585,3811,A Dangerous Crossing,Rachel Rhys,107156.0,57.94,8.13,3.64,1.14,2.5,2017.0,"['Historical Fiction', 'Mystery', 'Historical']",3
3586,3812,Never Never,James Patterson & Candice Fox,67234.0,54.63,7.62,2.2,0.75,1.45,2016.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
3587,3813,Owl and the Tiger Thieves,Kristi Charish,134962.0,49.79,8.2,2.53,0.85,1.68,,"['Fantasy', 'Paranormal', 'Mystery']",3
3588,3814,Collected Fables,James Thurber,37145.0,65.59,6.87,2.4,0.76,1.64,2019.0,['Fantasy'],1
3589,3815,The Good Father,Wayne Grady,97226.0,48.28,9.05,2.59,0.81,1.78,2021.0,['Contemporary'],1
3590,3816,The Ogre,Doug Scott,40869.0,44.1,5.78,3.11,1.13,1.98,2017.0,"['Adventure', 'History']",2
3591,3817,The Race,Nina Allan,102927.0,45.86,8.85,3.12,1.02,2.11,2014.0,"['Fantasy', 'Science Fiction']",2
3592,3818,The Arrangement,Robyn Harding,77896.0,50.25,9.68,2.49,0.89,1.6,2019.0,"['Thriller', 'Mystery', 'Adult', 'Suspense']",4
3593,3819,The Silver spike,Glen Cook,87700.0,46.77,8.49,2.4,0.6,1.8,1989.0,"['Fantasy', 'Science Fiction']",2
3594,3820,Voice Of Rage,Kerry Barnes,119049.0,40.84,9.28,3.54,1.27,2.27,2021.0,['Crime'],1
3595,3822,Empire of Wild,Cherie Dimaline,72884.0,65.78,6.63,2.73,0.61,2.12,2019.0,"['Horror', 'Fantasy', 'Thriller', 'Mystery', 'Paranormal']",5
3596,3823,Blood In the Water,Taylor Anderson,156484.0,44.85,7.57,4.19,1.95,2.23,2016.0,"['Science Fiction', 'Fantasy', 'Historical Fiction']",3
3597,3824,Ruthless King,Alison Aimes,92917.0,45.49,8.62,2.82,0.67,2.14,2021.0,"['Science Fiction', 'Romance', 'Paranormal', 'Fantasy']",4
3598,3825,The Lost Ten,Harry Sidebottom,89378.0,60.38,7.85,2.04,0.68,1.36,2019.0,"['Historical Fiction', 'Thriller', 'Historical', 'Adventure']",4
3599,3826,Friends and Strangers,J. Courtney Sullivan,134696.0,38.74,8.6,2.67,0.61,2.06,2020.0,"['Contemporary', 'Literary Fiction', 'Adult']",3
3600,3827,Flat Broke,Gary Paulsen,18529.0,43.67,8.73,2.88,0.79,2.09,2011.0,['Young Adult'],1
3601,3828,Blood Metal Bone,Lindsay Cummings,115170.0,60.89,6.51,2.5,0.73,1.77,2021.0,"['Fantasy', 'Young Adult', 'Science Fiction']",3
3602,3829,North of Boston,Elisabeth Elo,122092.0,62.63,7.93,3.07,1.25,1.82,2014.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
3603,3830,One Silent Night,Sherrilyn Kenyon,55089.0,39.55,8.6,2.9,0.89,2.01,2008.0,"['Paranormal', 'Romance', 'Fantasy']",3
3604,3831,Abandon Me,Melissa Febos,68769.0,49.05,6.79,2.17,0.48,1.69,2017.0,"['Memoir', 'Biography']",2
3605,3832,Skyship Thrive,Ginger Booth,88029.0,57.05,6.24,2.83,1.16,1.67,2019.0,"['Fantasy', 'Science Fiction']",2
3606,3833,Inflame,Dakota Krout,115824.0,40.67,7.86,3.36,1.49,1.87,2021.0,"['Fantasy', 'Science Fiction']",2
3607,3834,The Color Of Lightning,Paulette Jiles,115971.0,78.33,5.6,2.32,0.47,1.84,2009.0,"['Historical Fiction', 'Historical']",2
3608,3835,Eternal Magic,Linsey Hall,55306.0,55.9,8.03,2.56,0.89,1.67,2016.0,"['Fantasy', 'Paranormal', 'Romance']",3
3609,3836,Forever,Geoffrey M. Cooper,59606.0,32.0,9.39,3.21,1.12,2.09,2020.0,"['Thriller', 'Mystery']",2
3610,3837,The Weight of the World,Tom Toner,141189.0,79.16,5.21,2.83,1.27,1.56,2017.0,"['Science Fiction', 'Fantasy']",2
3611,3838,Warlight,Michael Ondaatje,71897.0,48.02,7.61,3.41,1.08,2.33,2018.0,"['Historical Fiction', 'Historical', 'Literary Fiction']",3
3612,3839,The Affair of the Mysterious Letter,Alexis Hall,96962.0,36.5,7.83,3.92,1.88,2.03,2019.0,"['Fantasy', 'Mystery', 'Historical Fiction']",3
3613,3840,Rules of Redemption,T. A. White,122518.0,39.1,8.32,2.56,1.03,1.53,2019.0,"['Science Fiction', 'Fantasy', 'Romance', 'Adult']",4
3614,3841,Calling,Kelley Armstrong,69268.0,44.47,9.35,2.83,0.76,2.08,2012.0,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance']",4
3615,3842,Duplicate Keys,Jane Smiley,99117.0,45.68,9.12,3.64,1.35,2.29,1984.0,"['Mystery', 'Suspense', 'Contemporary', 'Crime']",4
3616,3843,Keys to the Demon Prison,Brandon Mull,136964.0,59.42,7.53,2.73,1.2,1.53,2010.0,"['Fantasy', 'Young Adult', 'Adventure']",3
3617,3844,Dark Skies,Danielle L. Jensen,143923.0,53.83,7.26,2.39,0.69,1.7,2020.0,"['Fantasy', 'Young Adult', 'Romance']",3
3618,3845,Woodcutter,Shaun Baines,82295.0,56.0,8.58,1.96,0.65,1.31,2019.0,"['Thriller', 'Crime', 'Contemporary']",3
3619,3846,The Graveyard of the Hesperides,Lindsey Davis,100560.0,40.3,9.73,3.95,1.43,2.52,2016.0,"['Mystery', 'Historical Fiction', 'Historical', 'Crime']",4
3620,3847,Storm Front,Jim Butcher,86847.0,51.36,7.52,2.49,0.88,1.61,2000.0,"['Fantasy', 'Mystery', 'Paranormal']",3
3621,3848,Angels at the Table,Debbie Macomber,43799.0,34.17,10.08,3.39,1.3,2.09,2012.0,"['Romance', 'Contemporary']",2
3622,3849,Spellwood Academy,Kate Avery Ellison,60648.0,64.52,7.12,2.71,1.21,1.51,2019.0,"['Fantasy', 'Romance', 'Paranormal', 'Young Adult']",4
3623,3850,Hippie,Paulo Coelho,64928.0,33.97,8.56,2.86,0.8,2.05,2018.0,['Historical Fiction'],1
3624,3851,The Cerulean,Amy Twing,115200.0,55.59,8.84,2.83,0.83,1.99,2019.0,"['Fantasy', 'Young Adult', 'Romance']",3
3625,3852,Cross the Line,James Patterson,72420.0,49.92,6.71,2.24,0.58,1.66,2016.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
3626,3853,At The City’s Edge,Marcus Sakey,99509.0,61.4,6.77,2.31,0.57,1.74,2008.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
3627,3854,Isle of Woman,Piers Anthony,160959.0,48.84,9.41,3.71,1.24,2.47,1993.0,"['Historical', 'Adult', 'Historical Fiction', 'Fantasy', 'Science Fiction']",5
3628,3856,Heaven Is Beautiful,Peter Baldwin Panagore,48007.0,42.92,8.24,2.91,1.07,1.84,2015.0,"['Biography', 'Memoir']",2
3629,3857,White Fang,Jack London,72041.0,59.68,6.37,2.97,1.26,1.72,1906.0,"['Classics', 'Adventure', 'Young Adult', 'Historical Fiction']",4
3630,3858,The Plague,Albert Camus,90764.0,39.67,7.74,3.67,1.38,2.29,1947.0,['Classics'],1
3631,3859,People LIke Her,Ellery Lloyd,90718.0,38.85,8.58,3.47,1.48,1.99,2021.0,"['Thriller', 'Mystery', 'Contemporary', 'Suspense']",4
3632,3860,Letters Across the Sea,Genevieve Graham,94295.0,40.12,8.69,3.13,0.84,2.29,2021.0,"['Historical Fiction', 'Historical', 'Romance']",3
3633,3861,Dead Souls,Michael Laimo,101669.0,68.31,4.81,3.14,1.41,1.73,2007.0,"['Horror', 'Paranormal']",2
3634,3862,China Rich Girlfriend,Kevin Kwan,128317.0,47.92,8.09,3.52,1.46,2.06,2015.0,"['Romance', 'Contemporary', 'Adult']",3
3635,3863,Wish You Were Here,Jodi Picoult,104381.0,53.23,8.44,2.78,0.89,1.89,2021.0,"['Contemporary', 'Romance', 'Adult']",3
3636,3864,The Mechanical Devil,Kate Ellis,88339.0,32.81,9.31,2.45,0.8,1.65,2018.0,"['Mystery', 'Crime', 'Historical Fiction']",3
3637,3865,Famous in Cedarville,Erica Wright,73947.0,53.3,7.76,2.46,0.83,1.63,2019.0,"['Mystery', 'Thriller']",2
3638,3866,Hello Again,Brenda Novak,106106.0,26.93,11.46,3.17,0.83,2.34,2017.0,"['Thriller', 'Suspense', 'Mystery', 'Romance', 'Crime']",5
3639,3867,The Slipping Place,Joanna Baker,83650.0,50.94,9.66,2.88,0.99,1.89,2018.0,"['Mystery', 'Crime']",2
3640,3868,Miracle at Augusta,James Patterson & Peter de Jonge,36419.0,53.29,6.94,2.71,0.8,1.91,2015.0,"['Contemporary', 'Crime']",2
3641,3869,When the Music Stops,Joe Heap,80814.0,65.46,8.45,2.44,0.69,1.75,2020.0,['Contemporary'],1
3642,3870,On the Shoulders of Titans,Andrew Rowe,241003.0,34.83,9.6,3.54,1.5,2.03,2018.0,"['Fantasy', 'Young Adult']",2
3643,3871,Wildcard,Marie Lu,92986.0,53.49,7.12,3.04,1.09,1.96,2018.0,"['Young Adult', 'Science Fiction', 'Fantasy', 'Romance']",4
3644,3872,Soul Circus,George Pelecanos,95163.0,45.03,7.6,2.16,0.39,1.77,2003.0,"['Mystery', 'Crime', 'Thriller']",3
3645,3873,The New Girl,Jesse Q. Sutanto,76910.0,47.18,8.35,3.58,1.38,2.19,2022.0,"['Thriller', 'Mystery', 'Contemporary', 'Young Adult']",4
3646,3874,Lifeguard,James Patterson & Andrew Gross,71365.0,45.23,7.85,2.6,0.84,1.76,2005.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
3647,3875,The Cerulean Queen,Sarah Kozloff,136141.0,57.24,6.53,2.83,0.9,1.93,2020.0,"['Fantasy', 'Adult']",2
3648,3876,Time Is Tight,Booker T. Jones,92945.0,49.95,6.3,2.19,0.72,1.47,2019.0,"['Biography', 'Memoir']",2
3649,3877,Our Endless Numbered Days,Claire Fuller,82780.0,79.72,6.31,1.82,0.29,1.53,2015.0,"['Mystery', 'Contemporary', 'Literary Fiction', 'Young Adult', 'Adult']",5
3650,3878,Intention,Ava Harrison,91936.0,41.23,9.55,3.24,0.83,2.4,2019.0,"['Romance', 'Contemporary', 'Adult']",3
3651,3879,The Sign of Death,Callie Hutton,83867.0,33.83,8.35,2.98,0.81,2.17,2021.0,"['Mystery', 'Historical Fiction', 'Historical']",3
3652,3880,Song of the Abyss,Makiia Lucier,78862.0,55.05,8.18,2.38,0.87,1.5,2019.0,"['Fantasy', 'Young Adult', 'Romance', 'Adventure']",4
3653,3881,The Pride of the Damned,Peter Grant,94491.0,32.05,8.63,3.4,1.06,2.34,2018.0,['Science Fiction'],1
3654,3882,Parasitic,M. L. Banner,81378.0,49.08,7.23,3.44,1.14,2.3,2018.0,"['Horror', 'Science Fiction']",2
3655,3883,Fierce Poison,Will Thomas,83095.0,41.83,9.06,2.71,0.81,1.9,2022.0,"['Mystery', 'Historical Fiction', 'Historical', 'Crime']",4
3656,3884,Weather Girl,Rachel Lynn Solomon,94354.0,47.36,9.18,3.39,1.21,2.18,2022.0,"['Romance', 'Contemporary', 'Adult']",3
3657,3885,Sister,Kjell Ola Dahl,93194.0,45.95,8.73,2.25,0.65,1.59,2018.0,"['Mystery', 'Crime', 'Suspense']",3
3658,3886,Comfortably Numb,Mark Blake,163799.0,49.67,6.78,3.05,1.16,1.89,2007.0,"['Biography', 'History']",2
3659,3887,Space Wolf,William King,98143.0,56.8,7.68,2.74,0.98,1.76,2007.0,"['Fantasy', 'Science Fiction']",2
3660,3888,A Wind in the Door,Madeleine L’Engle,48744.0,43.9,10.01,3.64,1.45,2.18,1973.0,"['Fantasy', 'Young Adult', 'Science Fiction', 'Classics']",4
3661,3889,On Harrow Hill,John Verdon,122508.0,49.98,7.48,2.43,0.88,1.55,2020.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
3662,3890,The Wicked City,Beatriz Williams,114499.0,64.3,6.38,2.73,0.79,1.94,2017.0,"['Historical Fiction', 'Historical', 'Romance']",3
3663,3891,That Distant Dream,Laurel Beckley,65107.0,56.91,6.88,2.47,1.17,1.31,2020.0,"['Science Fiction', 'Fantasy']",2
3664,3892,Lessons from the Edge,Marie Yovanovitch,152675.0,20.4,6.95,2.88,1.28,1.59,2022.0,"['Memoir', 'History', 'Biography']",3
3665,3893,The Cord,Jim O’Loughlin,91780.0,38.34,9.07,3.04,0.93,2.11,2022.0,['Science Fiction'],1
3666,3894,The Nightingale,Kristin Hannah,144236.0,62.55,7.4,2.73,1.01,1.72,2015.0,"['Historical Fiction', 'Historical', 'Adult']",3
3667,3895,Slough House,Mick Herron,89792.0,46.19,10.15,3.15,0.93,2.21,2010.0,"['Thriller', 'Mystery', 'Crime']",3
3668,3896,An Inconvenient Death,Miles Goslett,79571.0,22.08,8.07,3.53,1.53,2.0,2018.0,"['Biography', 'History']",2
3669,3898,Blood Debts,Ashley Gardner,33432.0,54.32,8.11,2.34,0.77,1.56,2017.0,"['Mystery', 'Historical Fiction', 'Historical']",3
3670,3899,The House of Whispers,Laura Purcell,87201.0,66.07,8.13,2.68,1.02,1.67,2019.0,"['Historical Fiction', 'Horror', 'Historical', 'Mystery', 'Adult']",5
3671,3900,Founding Brothers,Joseph J. Ellis,89774.0,21.09,6.0,3.48,1.63,1.85,2000.0,"['History', 'Biography', 'Historical']",3
3672,3901,When Life Gives You Lululemons,Lauren Weisberger,98282.0,45.73,8.82,3.53,1.48,2.05,2018.0,"['Contemporary', 'Adult', 'Romance']",3
3673,3902,The Detonators,Chad Millman,91450.0,34.59,6.82,2.5,0.98,1.52,2006.0,['History'],1
3674,3903,One Hundred Years of Solitude,Gabriel Garcia Marquez,144509.0,49.79,6.16,1.89,0.44,1.45,1990.0,"['Classics', 'Fantasy']",2
3675,3904,The World at the End of Time,Frederik Pohl,138328.0,38.99,9.57,4.05,1.64,2.41,1990.0,"['Fantasy', 'Science Fiction']",2
3676,3906,Call Him Mine,Tim MacGabhann,59561.0,76.95,5.58,2.07,0.37,1.69,2019.0,"['Crime', 'Thriller', 'Mystery']",3
3677,3907,The Girl In His Eyes,Jennie Ensor,101700.0,53.59,9.26,2.93,0.94,1.99,2018.0,"['Thriller', 'Contemporary']",2
3678,3908,Date Night,Samantha Hayes,98107.0,49.57,8.38,2.98,1.04,1.94,2019.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
3679,3909,Bleachers,John Grisham,40701.0,47.54,6.87,2.85,0.88,1.98,2003.0,"['Mystery', 'Thriller', 'Contemporary']",3
3680,3910,The Lowland,Jhumpa Lahiri,111751.0,58.7,7.42,2.31,0.56,1.75,2013.0,"['Historical Fiction', 'Literary Fiction', 'Contemporary']",3
3681,3911,Death on the Lake,Jo Allen,82702.0,32.27,10.62,2.91,0.85,2.06,2021.0,['Mystery'],1
3682,3912,I Know Your Secret,Ruth Heald,73549.0,36.16,10.11,3.41,1.03,2.38,2020.0,"['Thriller', 'Mystery', 'Suspense']",3
3683,3914,The Keeper of Night,Kylie Lee Baker,104072.0,64.7,6.63,2.71,0.93,1.79,2021.0,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Historical']",4
3684,3915,Under My Skin,Lisa Unger,103159.0,53.81,8.05,2.83,0.8,2.02,2018.0,"['Thriller', 'Mystery', 'Suspense']",3
3685,3916,Gathering Evidence,Martin MacInnes,75869.0,54.35,7.28,3.21,1.59,1.62,2020.0,"['Horror', 'Science Fiction', 'Mystery']",3
3686,3917,The Deep Abiding,Sean Black,73444.0,44.6,9.02,2.45,0.66,1.8,2019.0,['Thriller'],1
3687,3918,AntiAmerica,T. K. Falco,64798.0,40.55,7.01,2.1,0.39,1.71,2018.0,['Thriller'],1
3688,3919,In the Shadow of Croft Towers,Abigail Wilson,94529.0,48.82,7.71,2.65,0.72,1.93,2019.0,"['Historical Fiction', 'Mystery', 'Romance', 'Historical']",4
3689,3920,The Hardy Boys: The Clue of the Screeching,Franklin W. Dixon,33900.0,64.12,6.53,3.72,1.74,1.98,1962.0,"['Mystery', 'Young Adult', 'Adventure', 'Classics']",4
3690,3921,When the Sky Falls,Phil Earle,69044.0,40.87,9.4,3.95,1.28,2.67,2021.0,"['Historical Fiction', 'Historical']",2
3691,3922,Arctic Fire,Paul Byers,84997.0,52.57,7.23,2.86,0.95,1.91,2011.0,"['Thriller', 'Suspense']",2
3692,3924,Black Autumn,Jeff Kirkham & Jason Ross,124181.0,49.76,7.17,2.36,0.85,1.51,2018.0,"['Science Fiction', 'Horror']",2
3693,3925,Mr. Bowling Buys a Newspaper,Donald Henderson,62152.0,43.95,8.69,4.16,1.53,2.62,1943.0,"['Thriller', 'Historical', 'Mystery', 'Crime']",4
3694,3927,The Outcasts of Time,Ian Mortimer,107341.0,60.66,7.59,2.6,0.68,1.92,2017.0,"['Historical Fiction', 'Fantasy', 'Historical', 'Science Fiction']",4
3695,3928,Nancy Drew: Designs In Crime,Carolyn Keene,30224.0,59.95,7.58,2.2,0.67,1.53,1993.0,"['Mystery', 'Thriller', 'Young Adult']",3
3696,3929,The Winners,Fredrik Backman,212579.0,38.42,8.77,4.12,1.3,2.82,2021.0,"['Contemporary', 'Literary Fiction', 'Adult']",3
3697,3930,The Disappearing,Lori Roy,99494.0,55.54,8.5,2.82,0.55,2.27,2018.0,"['Thriller', 'Mystery', 'Crime', 'Suspense']",4
3698,3933,Cheater’s Game,Paul Levine,97063.0,44.93,7.77,2.52,0.79,1.73,2020.0,"['Mystery', 'Thriller']",2
3699,3934,Insurgent,Veronica Roth,106351.0,48.41,7.82,2.81,0.69,2.12,2012.0,"['Young Adult', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']",5
3700,3935,The Bounty,Janet Evanovich & Steve Hamilton,74476.0,47.5,7.02,2.87,0.85,2.02,2021.0,"['Thriller', 'Mystery', 'Adventure']",3
3701,3936,Packing For Mars,Mary Roach,74788.0,59.77,6.96,2.35,1.01,1.34,2010.0,['History'],1
3702,3937,Coldmaker,Daniel A. Cohen,92714.0,58.95,7.24,2.88,0.94,1.95,2017.0,"['Fantasy', 'Young Adult']",2
3703,3938,The Killing Light,Myke Cole,69065.0,55.19,7.62,2.33,0.65,1.69,2019.0,['Fantasy'],1
3704,3939,Transit,Rachel Cusk,59447.0,43.2,8.67,3.29,1.42,1.87,2016.0,"['Contemporary', 'Literary Fiction']",2
3705,3940,Daughter of Darkness,Terry Brooks,115063.0,35.59,8.72,3.96,1.18,2.78,2022.0,"['Fantasy', 'Romance', 'Mystery', 'Young Adult']",4
3706,3941,The Clockmaker’s Daughter,Kate Morton,160924.0,49.76,8.38,2.92,0.86,2.06,2018.0,"['Historical Fiction', 'Mystery', 'Historical', 'Romance', 'Adult']",5
3707,3943,My Glory Was I Had Such Friends,Amy Silverstein,110401.0,42.2,7.75,3.23,0.95,2.28,2017.0,"['Memoir', 'Biography']",2
3708,3944,400 Things Cops Know,Adam Plantinga,66814.0,42.8,8.44,2.86,1.18,1.68,2014.0,"['Crime', 'Memoir']",2
3709,3945,Summer’s Crossing,Julie Kagawa,15512.0,54.4,7.9,3.37,1.35,2.02,2011.0,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance']",4
3710,3946,Once There Were Wolves,Charlotte McConaghy,86554.0,50.92,9.21,3.08,0.82,2.27,2021.0,"['Thriller', 'Mystery', 'Contemporary', 'Literary Fiction']",4
3711,3947,The Pursuits of Lord Kit Cavana,Stephanie Lauren,98703.0,42.76,6.95,3.82,1.57,2.25,2019.0,"['Romance', 'Historical', 'Historical Fiction', 'Mystery']",4
3712,3948,Triple Homicide,"James Patterson, Maxine Paetro, James O. Born",71641.0,44.67,7.72,2.42,0.74,1.68,2018.0,"['Thriller', 'Mystery', 'Crime']",3
3713,3949,A Sister’s War,Molly Green,117035.0,45.59,9.64,3.51,1.18,2.33,2021.0,"['Historical Fiction', 'Historical']",2
3714,3950,Equal Rites,Terry Pratchett,65466.0,57.39,7.85,3.82,1.73,2.08,1987.0,"['Fantasy', 'Science Fiction']",2
3715,3951,The Deepest Blue,Sarah Beth Durst,107870.0,52.42,9.61,2.74,0.8,1.94,2019.0,"['Fantasy', 'Young Adult', 'Adult']",3
3716,3952,Sundial,Catriona Ward,96756.0,63.83,8.36,2.74,0.76,1.98,2022.0,"['Thriller', 'Mystery', 'Adult', 'Horror']",4
3717,3953,Shimmer,S. M. Boyce & Martha Carr,51795.0,48.86,7.77,2.49,1.08,1.42,2020.0,"['Historical Fiction', 'Historical', 'Contemporary']",3
3718,3955,The Ceiling Man,Patricia Lillie,82680.0,52.07,9.24,1.65,0.37,1.28,2017.0,"['Horror', 'Paranormal', 'Suspense']",3
3719,3956,A Spindle Splintered,Alix E. Harrow,29212.0,68.87,6.63,3.02,1.37,1.64,2021.0,"['Fantasy', 'Adult']",2
3720,3957,Shadow Garden,Alexandra Burt,99018.0,56.65,8.0,2.45,0.6,1.84,2020.0,"['Thriller', 'Mystery', 'Horror', 'Suspense']",4
3721,3958,Leave the World Behind,Rumaan Alam,65647.0,58.76,10.48,2.47,0.65,1.82,2020.0,"['Thriller', 'Mystery', 'Contemporary', 'Horror']",4
3722,3959,Trick of the Dark,Val McDermid,132985.0,36.14,9.95,3.19,1.04,2.16,2010.0,"['Mystery', 'Crime', 'Thriller']",3
3723,3960,Clay’s Ark,Octavia E. Butler,61335.0,40.37,9.78,3.45,1.39,2.06,1984.0,"['Fantasy', 'Science Fiction', 'Horror']",3
3724,3961,The Letters,Jack Kerouac & Allen Ginsberg,195108.0,35.0,7.39,3.55,0.96,2.59,2010.0,"['Biography', 'Memoir', 'History']",3
3725,3962,Dead Girl Walking,Lucinda Dark,91327.0,50.33,7.64,2.48,0.98,1.5,2019.0,"['Paranormal', 'Romance', 'Fantasy']",3
3726,3963,Gabriel’s Angel,Nora Roberts,65260.0,43.29,10.0,3.2,1.0,2.2,1989.0,"['Romance', 'Contemporary']",2
3727,3964,All Among the Barley,Melissa Harrison,75682.0,54.01,9.0,3.44,0.91,2.53,2018.0,"['Historical Fiction', 'Historical', 'Literary Fiction']",3
3728,3965,The Witch of Torinia,Clifford Beal,133900.0,61.14,6.35,2.53,0.84,1.69,2017.0,['Fantasy'],1
3729,3966,Quantum Time,Douglas Phillips,96131.0,46.87,7.74,2.78,1.07,1.71,2019.0,"['Thriller', 'Fantasy', 'Science Fiction']",3
3730,3967,Malice,John Gwynne,210546.0,59.15,6.66,3.03,0.97,2.07,2012.0,"['Fantasy', 'Adult', 'Adventure']",3
3731,3968,The Betrayed,Matthew Dickerson,150680.0,46.48,7.45,2.86,0.61,2.25,2021.0,"['Romance', 'Fantasy', 'Young Adult', 'Historical Fiction']",4
3732,3969,False Horizon,Joseph Reid,84126.0,56.7,7.04,2.86,1.08,1.78,2019.0,"['Thriller', 'Mystery']",2
3733,3970,Time’s Convert,Deborah Harkness,144569.0,52.79,7.69,2.51,0.85,1.66,2018.0,"['Fantasy', 'Historical Fiction', 'Romance', 'Paranormal']",4
3734,3971,Mirror Obscure,Elizabeth Hunter,71162.0,38.73,9.59,3.16,1.11,2.05,2022.0,"['Thriller', 'Paranormal', 'Mystery', 'Romance']",4
3735,3972,A Worse Secret,Harvey Church,84397.0,39.87,7.85,2.59,0.82,1.77,2018.0,['Mystery'],1
3736,3973,A God in the Shed,J-F. Dubeau,108315.0,44.25,8.77,3.01,1.08,1.93,2017.0,"['Thriller', 'Paranormal', 'Mystery', 'Fantasy', 'Horror']",5
3737,3974,Six Months to Kill,Enzo Bartoli,63587.0,31.87,9.53,3.61,1.22,2.39,2017.0,"['Thriller', 'Crime', 'Mystery']",3
3738,3975,Heartstream,Tom Pollock,78228.0,57.07,7.99,3.01,1.08,1.92,,"['Thriller', 'Young Adult', 'Contemporary', 'Mystery', 'Science Fiction']",5
3739,3976,The Forever Endeavor,Chuck Wendig,36578.0,68.47,7.48,3.1,0.76,2.34,2016.0,['Science Fiction'],1
3740,3977,In a Kingdom by the Sea,Sara MacDonald,113136.0,57.17,8.27,2.5,0.95,1.55,2019.0,"['Historical Fiction', 'Romance', 'Historical']",3
3741,3978,Awakenings,Oliver Sacks,124799.0,29.53,6.61,4.08,2.03,2.05,1973.0,['History'],1
3742,3979,Planet Hell,Joshua James,54636.0,46.21,8.27,2.82,1.06,1.76,2019.0,['Science Fiction'],1
3743,3980,Lavender House,Lev A. C. Rosen,79605.0,54.52,8.78,3.25,0.88,2.38,2022.0,"['Thriller', 'Historical', 'Mystery', 'Historical Fiction']",4
